id,comment,position,stakeholder,channel
216,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 18）,代替案提案,一般利用者,Webフォーム
217,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 19）,条件付き賛成,一般利用者,Webフォーム
218,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 19）,賛成,一般利用者,紙提出
219,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 19）,反対,市民団体,Webフォーム
220,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 19）,条件付き賛成,地域団体,説明会
221,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 19）,反対,子育て団体,Webフォーム
222,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 19）,反対,自治会,紙提出
223,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 19）,条件付き賛成,高齢者団体,説明会
224,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 19）,条件付き賛成,支援団体,Webフォーム
225,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 19）,説明不足,一般利用者,Webフォーム
226,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 19）,説明不足,市民団体,紙提出
227,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 19）,手続き懸念,地域団体,説明会
228,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 19）,代替案提案,一般利用者,Webフォーム
229,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 20）,条件付き賛成,一般利用者,Webフォーム
230,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 20）,賛成,一般利用者,紙提出
231,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 20）,反対,市民団体,Webフォーム
232,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 20）,条件付き賛成,地域団体,説明会
233,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 20）,反対,子育て団体,Webフォーム
234,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 20）,反対,自治会,紙提出
235,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 20）,条件付き賛成,高齢者団体,説明会
236,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 20）,条件付き賛成,支援団体,Webフォーム
237,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 20）,説明不足,一般利用者,Webフォーム
238,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 20）,説明不足,市民団体,紙提出
239,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 20）,手続き懸念,地域団体,説明会
240,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 20）,代替案提案,一般利用者,Webフォーム
241,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 21）,条件付き賛成,一般利用者,Webフォーム
